2025-12-16 14:47:09,571 - INFO - Starting new dataset generation.
2025-12-16 14:47:11,382 - ERROR - Batch request failed: 400 Client Error:  for url: https://hivdb.stanford.edu/graphql
2025-12-16 14:47:11,382 - WARNING - Skipping batch due to API error. Header sample: B.FR.1983.HXB2-LAI-IIIB-BRU.K03455
2025-12-16 14:47:13,075 - ERROR - Batch request failed: 400 Client Error:  for url: https://hivdb.stanford.edu/graphql
2025-12-16 14:47:13,077 - WARNING - Skipping batch due to API error. Header sample: 35_A1D.IR.2011.11IR.KSH29F.AB703611
2025-12-16 14:47:14,662 - ERROR - Batch request failed: 400 Client Error:  for url: https://hivdb.stanford.edu/graphql
2025-12-16 14:47:14,664 - WARNING - Skipping batch due to API error. Header sample: 01_AE.IR.2010.10IR.THR48F.AB703616
2025-12-16 14:47:17,093 - ERROR - Batch request failed: 400 Client Error:  for url: https://hivdb.stanford.edu/graphql
2025-12-16 14:47:17,095 - WARNING - Skipping batch due to API error. Header sample: 51_01B.SG.2011.11SG_HM091.JN029803
2025-12-16 14:47:19,400 - ERROR - Batch request failed: 400 Client Error:  for url: https://hivdb.stanford.edu/graphql
2025-12-16 14:47:19,402 - WARNING - Skipping batch due to API error. Header sample: 50_A1D.GB.2010.12792.JN417240
2025-12-16 14:47:20,928 - ERROR - Batch request failed: 400 Client Error:  for url: https://hivdb.stanford.edu/graphql
2025-12-16 14:47:20,930 - WARNING - Skipping batch due to API error. Header sample: 01_AE.CN.2010.CYM059.JX112796
2025-12-16 14:47:23,552 - ERROR - Batch request failed: 400 Client Error:  for url: https://hivdb.stanford.edu/graphql
2025-12-16 14:47:23,554 - WARNING - Skipping batch due to API error. Header sample: 01_AE.CN.2010.CYM138.JX112801
2025-12-16 14:47:26,038 - ERROR - Batch request failed: 400 Client Error:  for url: https://hivdb.stanford.edu/graphql
2025-12-16 14:47:26,039 - WARNING - Skipping batch due to API error. Header sample: 01_AE.CN.2010.CYM149.JX112806
2025-12-16 14:47:28,659 - ERROR - Batch request failed: 400 Client Error:  for url: https://hivdb.stanford.edu/graphql
2025-12-16 14:47:28,661 - WARNING - Skipping batch due to API error. Header sample: 01_AE.CN.2010.JL100014.JX112848
2025-12-16 14:47:31,099 - ERROR - Batch request failed: 400 Client Error:  for url: https://hivdb.stanford.edu/graphql
